legacy_r_number,r_number,customer_name,customer_number,type_short,description_invoice,description_private,voltage,wattage,die_shape
R2192,R2192,MICRON PIPE,C000110,SCB,,"50mm Bolt Hole, 32mm T/C Hole HX Ceramic Terminal",240,2800,620X110 S/L960
R2193,R2193,APP,C000024,SCB,,STD HEATREX PLUGALL 2 X 32MM HOLES  ROLLEPAL,240,2250,306 x 110
R2194,R2194,ACACIA PRODUCTS,C000002,SCB,,"Plug@90Deg, 40mm Hole @90Deg opp plug",240,1600,180 x 200
R2195,R2195,DINCEL CONSTRUCTION,C000058,SPP,,"3/4"" T/C Hole,6x1/2"" Bolt Holes, 2x7/8""EB Hole",240,1250,138 x 110
R2196,R2196,DINCEL CONSTRUCTION,C000058,SPP,,"3/4"" T/C Hole,3x1/2"" Bolt Holes, 7/8""EB Hole",240,600,398 x 100
R2197,R2197,DINCEL CONSTRUCTION,C000058,SPP,,"3/4"" T/C Hole,2x1/2"" Bolt Holes",240,375,398 x 48
R2198,R2198,DINCEL CONSTRUCTION,C000058,SPP,,"3/4"" T/C Hole,6x1/2"" Bolt Holes",240,800,248 x 48
R2199,R2199,PACIFIC CHEMICALS,C000125,SCB,,"15mm Clamp Gap, Plugall @ 90Deg",240,1850,248 x 100
R2200,R2200,DINCEL CONSTRUCTION,C000058,SPP,,"8x1/2""Bolt Holes,3/4"" T/C Hole,2x7/8""EB Holes",240,2250,253 x 70
R2201,R2201,DINCEL CONSTRUCTION,C000058,SPP,,"8x1/2""Bolt Holes,3/4"" T/C Hole",240,1850,520 x 140
R2202,R2202,FLOWMASTER PIPES,C000070,SCB,,"1"" T/C Hole @90Deg 2 Mtr Leads @180Deg",240,1400,390 x 155
R2202,R2202,FLOWMASTER PIPES,C000070,SCB,,"1"" T/C Hole @90Deg 2 Mtr Leads @180Deg",240,1400,180 x 80
R2203,R2203,ISTRA ELEMENTS,C000094,PP,,450mm Leads 30mm Apart,240,1450,180 x 80
R2203A,R2203A,ISTRA ELEMENTS,C000094,SCB,,60Ltr Drum Htr Thermostat etc complete,240,2400,885 x 77
R2204,R2204,IPLEX - HEAD OFFICE,C000090,SSCB,,"32mm T/C Hole Centre, Plugall 115mm from end",240,1500,390 x 120
R2205,R2205,IPLEX - HEAD OFFICE,C000090,SCB,,32mm T/C Hole @90Deg Plug @180Deg,240,3000,435X100 S/L670
R2206,R2206,KEY PLASTICS,C000100,SCB,,Ceramic Terminal Block & Housing 100mm from clamp,240,3200,424 x 75
R2207,R2207,FENSKE,C000069,SCB,,"3/4"" T/C @ 90Deg Plug @180Deg",240,575,190 x 170
R2208,R2208,PROCOM PLASTICS EXTRUSIONS,C000152,SCB,,"3/4"" T/C Hole @180Deg Plug @90Deg",240,475,110 x 50
R2209,R2209,AUSTRALIAN FILM & PIPE,C000030,SCB,,"3/4"" T/C Hole @90Deg Plugall @ 270Deg",240,1000,105 x 45
R2210,R2210,FULL VIEW PLASTICS,C000076,SCB,,Layflat Plugall @180Deg,240,2400,60 x 190
R2211,R2211,SEALED AIR AUSTRALIA,C000171,SCB,,"5/8"" T/C Hole @90Deg Ceramic Terminal Box @180Deg",240,800,150 x 220
R2212,R2212,SEALED AIR AUSTRALIA,C000171,SCB,,"5/8"" T/C Hole @90Deg Ceramic Terminal Box @180Deg",240,1125,108 x 70
R2213,R2213,APP,C000024,IBH,,450mm leads tapper lock,240,1700,203 x 55
R2214,R2214,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,"#20-2223 1"" T/C @180Deg, 47 from edge Plug @ 90Deg",240,1600,ID150 x 160
